33678672|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.05142857142857|0.3295128939828|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.7108008076|0|0|0|0|0|0.0012546996
34104730|0|0|0|0|0|1|0|1|0.07163323782234|0|0|0|0|0|0.27428571428571|0.41547277936962|0|0|0|0|0|0|0|0|0|0.366054425|0|0|0|0.2986729246|0|0.95474428|0|0|0|0|0|0.0030709061
34494704|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.01142857142857|0.02578796561604|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.774730821|0|0|0|0|0|0.0012853251
34971498|0|0.01724137931034|0|0|0|0|0|0|0.12893982808022|0.03496503496503|0.05882352941176|0|0|0|0|0.00573065902578|0.0288546551|0|0|0|0|0|0.5|0|0.3489465264|0.272501662|0.5461870591|0|0.1820775832|0.1976336275|0|0.7153432032|0|0|0|0|0|0.0040140043
35266056|0|0|0|0|0|0|0|1|0.12320916905444|0|0|0|0|0|0|0.07449856733524|0|0|0|0|0|0|0|0|0|0.5242347039|0|0|0|0.7627881157|0|0.8580080754|0|0|0|0|0|0.0025338698
35910006|0|0|0|0|0|0|0|1|0.10601719197707|0|0|0|0|0|0.06857142857142|0.68481375358166|0|0|0|0|0|0|0|0|0|0.89749388|0|0|0|0.2343700908|0|0.9190780619|0|0|0|0|0|0.0039988954
36495234|0|0|0|0|0|1|0|1|0.39828080229226|0|0|0|0|0|0.02857142857142|0.21489971346704|0|0|0|0|0|0|0|0|0|0.2791402032|0|0|0|0.2054655774|0|1|0|0|0|0|0|0.0022995967
37261796|0|0|0|0|0|0|0|0|0.2836676217765|0|0|0|0|0|0|0.11461318051575|0|0|0|0|0|0|0|0|0|0.2044133324|0|0|0|0.2262443338|0|0.7052489906|0|0|0|0|0|0.0013578838
37942532|0|0.18965517241379|0|0|1|0|0|0|0|0.25874125874125|0.36470588235294|0|0|0|0.42285714285714|0.29226361031518|0.3628247969|0|0.4834532206|0.1185998336|0.1818181818|0.1590909091|0.3|0|0.2959216629|0.2945096027|0.2611267043|0|0.3468914676|0.262546971|0|0.7737213997|0|0|0|0|0|0.1760483046
37947274|0|0.03448275862068|0.06896551724137|0|0|0|0|1|0.06303724928366|0.05594405594405|0|0.2|0.11111111111111|0.14141111222551|0|0.00859598853868|0.1631083166|0|0|0|0|0|0.325|0.4410544552|0.6351822123|0.47487036|0.0933612423|1|0.7917231535|0.4154413236|0|0.756897712|0|0|0|0|0|0.0089090413
38127844|0|0|0|0|0|0|0|0|0.65902578796561|0|0|0|0|0|0|0.01146131805157|0|0|0|0|0|0|0|0|0|0.1991439152|0|0|0|0.2256699713|0|0.8026581427|0|0|0|0|0|0.0012685916
38258960|0|0.01724137931034|0|0|0|0|0|0|0.32091690544412|0.01398601398601|0|0|0|0|0.04|0.45558739255014|0.0337730046|0|0|0|0|0|0.2|0|0.2450552104|0.2355384521|0|0|0.5327829276|0.2944435236|0|0.7407469717|0|0|0|0|0|0.0027855148
38821124|0|0.01724137931034|0|0|0|0|0|0|0.34383954154727|0.02097902097902|0.03529411764705|0|0|0|0|0.00573065902578|0.0457132121|0|0|0|0|0|0.15|0|0.3316927512|0.1347216176|0|0|0.9615260973|0.5406941931|0|0.8317631225|0|0|0|0|0|0.002359142
39169544|0|0.01724137931034|0.03448275862068|0|0|1|0|1|0.10028653295128|0|0|0|0|0|0.00571428571428|0.10028653295128|0.0079211845|0|0|0|0|0|0.1|0|0.0943427525|0.1766987716|0.533594232|1|0.2499198366|0.18551228|0|0.9113391656|0|0|0|0|0|0.0047512416
39249244|0|0.12068965517241|0.24137931034482|0.28571428571428|0|1|0|0|0.74212034383954|0.34965034965034|0|0.2|0.77777777777777|1|0.04|0.06017191977077|0.4105907055|1|0|0|0|0|0.5642857143|0.7202798915|0.6258548449|0.6295860161|0.4369009318|1|0.3279613122|0.2436083212|0.7724245876|0.9113391656|0|0|0|0|0|0.0281209376
39339024|0|0.03448275862068|0|0|0|1|0|1|0.02005730659025|0.03496503496503|0|0|0|0|0.00571428571428|0.06017191977077|0.0744052773|0|0|0|0|0|0.2|0|0.2699404615|0.3007585758|0|0|0.5868868045|0.445975739|0|0.921769852|0|0|0|0|0|0.0072922495
